horizon_day,date,forecast_demand,store_id,product_id
6,2024-07-01,1.0696666666666683,1,740
7,2024-07-02,1.1073333333333346,1,740
1,2024-06-26,1.5749999999999984,1,783
2,2024-06-27,1.614333333333334,1,783
3,2024-06-28,1.6106666666666678,1,783
4,2024-06-29,1.551333333333334,1,783
5,2024-06-30,1.548000000000002,1,783
6,2024-07-01,1.5049999999999997,1,783
7,2024-07-02,1.5456666666666665,1,783
1,2024-06-26,1.3633333333333335,1,201
2,2024-06-27,1.4550000000000003,1,201
3,2024-06-28,1.4699999999999995,1,201
4,2024-06-29,1.487999999999999,1,201
5,2024-06-30,1.5166666666666664,1,201
6,2024-07-01,1.4723333333333342,1,201
7,2024-07-02,1.4513333333333336,1,201
1,2024-06-26,1.4313333333333347,1,207
2,2024-06-27,1.5063333333333337,1,207
3,2024-06-28,1.4293333333333353,1,207
4,2024-06-29,1.4830000000000025,1,207
5,2024-06-30,1.494333333333336,1,207
6,2024-07-01,1.426666666666668,1,207
7,2024-07-02,1.3890000000000027,1,207
1,2024-06-26,1.0294666666666676,1,500
2,2024-06-27,1.0405999999999997,1,500
3,2024-06-28,1.0698,1,500
4,2024-06-29,1.082800000000002,1,500
5,2024-06-30,1.085133333333334,1,500
6,2024-07-01,0.9481333333333337,1,500
7,2024-07-02,0.9708,1,500
1,2024-06-26,1.6390000000000018,1,644
2,2024-06-27,1.6603333333333348,1,644
3,2024-06-28,1.6563333333333354,1,644
4,2024-06-29,1.668000000000002,1,644
5,2024-06-30,1.856333333333331,1,644
6,2024-07-01,1.6486666666666683,1,644
7,2024-07-02,1.660666666666668,1,644
1,2024-06-26,1.202333333333334,1,370
2,2024-06-27,1.494666666666665,1,370
3,2024-06-28,1.3786666666666654,1,370
4,2024-06-29,1.4359999999999986,1,370
5,2024-06-30,1.4126666666666672,1,370
6,2024-07-01,1.4523333333333348,1,370
7,2024-07-02,1.395333333333335,1,370
1,2024-06-26,1.0463333333333342,1,422
2,2024-06-27,0.9503333333333349,1,422
3,2024-06-28,0.9723333333333348,1,422
4,2024-06-29,1.074666666666668,1,422
5,2024-06-30,1.2303333333333346,1,422
6,2024-07-01,0.8206666666666674,1,422
7,2024-07-02,0.8593333333333353,1,422
1,2024-06-26,1.1139999999999997,1,291
2,2024-06-27,1.149899999999999,1,291
3,2024-06-28,1.1935666666666649,1,291
4,2024-06-29,0.9190000000000002,1,291
5,2024-06-30,1.1459999999999995,1,291
6,2024-07-01,1.1273333333333329,1,291
7,2024-07-02,1.1998999999999989,1,291
1,2024-06-26,1.0514666666666663,1,631
2,2024-06-27,1.0476666666666659,1,631
3,2024-06-28,0.9981333333333325,1,631
4,2024-06-29,1.0833333333333324,1,631
5,2024-06-30,1.1121999999999976,1,631
6,2024-07-01,1.032333333333334,1,631
7,2024-07-02,1.0501999999999994,1,631
1,2024-06-26,1.2259999999999984,1,554
2,2024-06-27,1.3359999999999985,1,554
3,2024-06-28,1.378333333333332,1,554
4,2024-06-29,1.4213333333333333,1,554
5,2024-06-30,1.6030000000000002,1,554
6,2024-07-01,1.0131333333333326,1,554
7,2024-07-02,1.2485999999999993,1,554
1,2024-06-26,1.078333333333333,1,489
2,2024-06-27,1.1186666666666665,1,489
3,2024-06-28,1.151999999999999,1,489
4,2024-06-29,1.2756666666666654,1,489
5,2024-06-30,1.309,1,489
6,2024-07-01,1.0966666666666653,1,489
7,2024-07-02,0.7843333333333318,1,489
1,2024-06-26,1.3273333333333337,1,578
2,2024-06-27,1.312666666666667,1,578
3,2024-06-28,1.338666666666667,1,578
4,2024-06-29,1.345666666666667,1,578
5,2024-06-30,1.4553333333333323,1,578
6,2024-07-01,1.2926666666666677,1,578
7,2024-07-02,1.328,1,578
1,2024-06-26,1.559999999999995,1,6
2,2024-06-27,1.4286666666666625,1,6
3,2024-06-28,1.4269999999999963,1,6
4,2024-06-29,1.4503333333333297,1,6
5,2024-06-30,1.3596666666666635,1,6
6,2024-07-01,1.4126666666666627,1,6
7,2024-07-02,1.3726666666666627,1,6
1,2024-06-26,1.1680000000000021,1,127
2,2024-06-27,1.0640000000000014,1,127
3,2024-06-28,1.1713333333333356,1,127
4,2024-06-29,1.0943333333333365,1,127
5,2024-06-30,1.3020000000000023,1,127
6,2024-07-01,1.027333333333334,1,127
7,2024-07-02,1.0436666666666679,1,127
1,2024-06-26,0.8449333333333338,1,26
2,2024-06-27,0.8636666666666674,1,26
3,2024-06-28,1.0357999999999996,1,26
4,2024-06-29,1.0908,1,26
5,2024-06-30,1.3132666666666686,1,26
6,2024-07-01,0.8574,1,26
7,2024-07-02,0.9282000000000001,1,26
1,2024-06-26,0.9889333333333336,1,345
2,2024-06-27,0.9411000000000005,1,345
3,2024-06-28,1.1462333333333334,1,345
4,2024-06-29,1.2198000000000004,1,345
5,2024-06-30,1.2815000000000012,1,345
6,2024-07-01,1.197600000000002,1,345
7,2024-07-02,1.3518000000000028,1,345
1,2024-06-26,1.4072000000000011,1,23
2,2024-06-27,1.4626333333333348,1,23
3,2024-06-28,1.3344000000000011,1,23
4,2024-06-29,1.325900000000001,1,23
5,2024-06-30,1.573733333333336,1,23
6,2024-07-01,1.2045666666666663,1,23
7,2024-07-02,1.0949000000000002,1,23
1,2024-06-26,0.9565333333333342,1,843
2,2024-06-27,0.9381333333333347,1,843
3,2024-06-28,0.9696000000000017,1,843
4,2024-06-29,0.9284666666666682,1,843
5,2024-06-30,0.9581333333333358,1,843
6,2024-07-01,1.0526000000000004,1,843
7,2024-07-02,1.0613333333333341,1,843
1,2024-06-26,0.9183333333333331,1,439
2,2024-06-27,0.9226666666666667,1,439
3,2024-06-28,0.8936666666666664,1,439
4,2024-06-29,0.8336666666666664,1,439
5,2024-06-30,0.8609999999999997,1,439
6,2024-07-01,1.0140000000000002,1,439
7,2024-07-02,0.9156666666666674,1,439
1,2024-06-26,0.8252666666666668,1,638
2,2024-06-27,0.8186666666666664,1,638
3,2024-06-28,0.8701333333333342,1,638
4,2024-06-29,0.9716000000000012,1,638
5,2024-06-30,0.9733333333333339,1,638
6,2024-07-01,0.7833333333333328,1,638
7,2024-07-02,0.8159333333333333,1,638
1,2024-06-26,0.8889999999999998,1,58
2,2024-06-27,0.8962666666666661,1,58
3,2024-06-28,0.8642333333333331,1,58
4,2024-06-29,1.0549666666666673,1,58
5,2024-06-30,1.0540666666666667,1,58
6,2024-07-01,0.9669333333333344,1,58
7,2024-07-02,1.0057333333333343,1,58
1,2024-06-26,0.7660000000000011,1,38
2,2024-06-27,0.7706666666666673,1,38
3,2024-06-28,0.7753333333333342,1,38
4,2024-06-29,0.8403333333333346,1,38
5,2024-06-30,0.8016666666666677,1,38
6,2024-07-01,0.7760000000000012,1,38
7,2024-07-02,0.7726666666666676,1,38
1,2024-06-26,1.0719000000000007,1,415
2,2024-06-27,1.0103999999999997,1,415
3,2024-06-28,1.045633333333332,1,415
4,2024-06-29,1.0501666666666654,1,415
5,2024-06-30,0.9673666666666653,1,415
6,2024-07-01,1.006533333333333,1,415
7,2024-07-02,1.035,1,415
1,2024-06-26,6.693366666666668,131,300
2,2024-06-27,6.686100000000001,131,300
3,2024-06-28,6.809100000000004,131,300
4,2024-06-29,6.684433333333337,131,300
5,2024-06-30,6.62876666666667,131,300
6,2024-07-01,6.6635000000000035,131,300
7,2024-07-02,6.590200000000005,131,300
1,2024-06-26,3.694333333333328,131,4
2,2024-06-27,3.71566666666666,131,4
3,2024-06-28,3.823999999999992,131,4
4,2024-06-29,4.9233333333333285,131,4
5,2024-06-30,4.85933333333333,131,4
6,2024-07-01,3.6136666666666613,131,4
7,2024-07-02,3.700333333333327,131,4
1,2024-06-26,2.369333333333343,131,117
2,2024-06-27,2.4100000000000077,131,117
3,2024-06-28,2.460000000000007,131,117
4,2024-06-29,2.9846666666666746,131,117
5,2024-06-30,2.966666666666675,131,117
6,2024-07-01,2.583333333333343,131,117
7,2024-07-02,2.4146666666666743,131,117
1,2024-06-26,5.56700000000001,131,70
2,2024-06-27,5.252333333333337,131,70
3,2024-06-28,5.499333333333345,131,70
4,2024-06-29,5.451000000000012,131,70
5,2024-06-30,5.49933333333334,131,70
6,2024-07-01,5.2620000000000084,131,70
7,2024-07-02,4.817666666666672,131,70
1,2024-06-26,4.094333333333323,131,215
2,2024-06-27,4.034333333333324,131,215
3,2024-06-28,4.301333333333322,131,215
4,2024-06-29,4.595333333333325,131,215
5,2024-06-30,4.6503333333333225,131,215
6,2024-07-01,4.131333333333324,131,215
7,2024-07-02,4.133999999999989,131,215
1,2024-06-26,2.7073333333333367,131,119
2,2024-06-27,2.853666666666669,131,119
3,2024-06-28,2.823333333333335,131,119
4,2024-06-29,2.8293333333333366,131,119
5,2024-06-30,2.8690000000000038,131,119
6,2024-07-01,2.8500000000000054,131,119
7,2024-07-02,2.7563333333333357,131,119
1,2024-06-26,2.6665666666666774,131,292
2,2024-06-27,2.5609333333333444,131,292
3,2024-06-28,2.4828333333333448,131,292
4,2024-06-29,2.5385333333333424,131,292
5,2024-06-30,2.5563333333333436,131,292
6,2024-07-01,2.6425000000000107,131,292
7,2024-07-02,2.6227666666666765,131,292
1,2024-06-26,4.069666666666666,131,104
2,2024-06-27,4.153000000000001,131,104
3,2024-06-28,4.244333333333332,131,104
4,2024-06-29,4.353666666666665,131,104
5,2024-06-30,4.458999999999995,131,104
6,2024-07-01,4.244999999999997,131,104
7,2024-07-02,3.401666666666662,131,104
1,2024-06-26,2.0829999999999944,131,486
2,2024-06-27,2.0239999999999942,131,486
3,2024-06-28,2.033999999999995,131,486
4,2024-06-29,2.09466666666666,131,486
5,2024-06-30,2.0919999999999925,131,486
6,2024-07-01,2.2893333333333263,131,486
7,2024-07-02,2.277999999999993,131,486
1,2024-06-26,2.201999999999999,131,596
2,2024-06-27,2.0210000000000004,131,596
3,2024-06-28,2.023333333333333,131,596
4,2024-06-29,2.0123333333333333,131,596
5,2024-06-30,2.030333333333332,131,596
6,2024-07-01,2.0573333333333323,131,596
7,2024-07-02,2.0543333333333322,131,596
1,2024-06-26,2.3813333333333278,131,296
2,2024-06-27,2.302333333333329,131,296
3,2024-06-28,2.237666666666662,131,296
4,2024-06-29,2.245999999999995,131,296
5,2024-06-30,2.2666666666666617,131,296
6,2024-07-01,2.2883333333333287,131,296
7,2024-07-02,2.2323333333333286,131,296
1,2024-06-26,3.8956666666666706,131,166
2,2024-06-27,4.4110000000000085,131,166
3,2024-06-28,4.67433333333334,131,166
4,2024-06-29,4.826000000000006,131,166
5,2024-06-30,4.880000000000004,131,166
6,2024-07-01,4.546333333333339,131,166
7,2024-07-02,4.513333333333339,131,166
1,2024-06-26,1.2396666666666678,131,118
2,2024-06-27,1.281000000000001,131,118
3,2024-06-28,1.3130000000000008,131,118
4,2024-06-29,1.3133333333333337,131,118
5,2024-06-30,1.3149333333333333,131,118
6,2024-07-01,1.3036666666666665,131,118
7,2024-07-02,1.3850000000000007,131,118
1,2024-06-26,1.7839999999999998,131,740
2,2024-06-27,1.6856666666666655,131,740
3,2024-06-28,1.734666666666665,131,740
4,2024-06-29,1.7433333333333323,131,740
5,2024-06-30,1.7259999999999995,131,740
6,2024-07-01,1.5036666666666658,131,740
7,2024-07-02,1.6516666666666655,131,740
1,2024-06-26,2.1777666666666695,131,122
2,2024-06-27,2.2553333333333367,131,122
3,2024-06-28,2.2633333333333376,131,122
4,2024-06-29,2.52533333333334,131,122
5,2024-06-30,2.50033333333334,131,122
6,2024-07-01,2.4651000000000054,131,122
7,2024-07-02,2.458766666666672,131,122
1,2024-06-26,3.268666666666664,131,802
2,2024-06-27,2.9476666666666644,131,802
3,2024-06-28,2.9589999999999974,131,802
4,2024-06-29,2.9673333333333303,131,802
5,2024-06-30,2.95833333333333,131,802
6,2024-07-01,3.131666666666662,131,802
7,2024-07-02,3.154666666666663,131,802
1,2024-06-26,2.301666666666667,131,834
2,2024-06-27,2.311666666666666,131,834
3,2024-06-28,2.3003333333333327,131,834
4,2024-06-29,2.308999999999999,131,834
5,2024-06-30,2.3093333333333304,131,834
6,2024-07-01,2.3109999999999995,131,834
7,2024-07-02,2.310999999999999,131,834
1,2024-06-26,1.727166666666669,131,631
2,2024-06-27,1.6429333333333351,131,631
3,2024-06-28,1.528733333333335,131,631
4,2024-06-29,1.5936666666666681,131,631
5,2024-06-30,1.739866666666667,131,631
6,2024-07-01,1.4922000000000017,131,631
7,2024-07-02,1.5367333333333348,131,631
1,2024-06-26,1.6713333333333333,131,19
2,2024-06-27,1.6506666666666656,131,19
3,2024-06-28,1.612999999999998,131,19
4,2024-06-29,1.6006666666666645,131,19
5,2024-06-30,1.5929999999999978,131,19
6,2024-07-01,1.7529999999999992,131,19
7,2024-07-02,1.434666666666664,131,19
1,2024-06-26,1.3263333333333345,131,223
2,2024-06-27,1.115000000000002,131,223
3,2024-06-28,1.2913333333333337,131,223
4,2024-06-29,1.327333333333334,131,223
5,2024-06-30,1.3316666666666679,131,223
6,2024-07-01,1.1316666666666684,131,223
7,2024-07-02,1.3200000000000003,131,223
1,2024-06-26,1.3986666666666663,131,290
2,2024-06-27,1.6896666666666675,131,290
3,2024-06-28,1.3478333333333317,131,290
4,2024-06-29,1.7559000000000011,131,290
5,2024-06-30,1.4874999999999983,131,290
6,2024-07-01,1.4735666666666656,131,290
7,2024-07-02,1.5859666666666654,131,290
1,2024-06-26,1.219666666666666,131,682
2,2024-06-27,1.1659999999999993,131,682
3,2024-06-28,1.1926666666666659,131,682
4,2024-06-29,1.3396666666666648,131,682
5,2024-06-30,1.5706666666666649,131,682
6,2024-07-01,1.210666666666665,131,682
7,2024-07-02,1.0886666666666664,131,682
1,2024-06-26,0.4153333333333336,131,76
2,2024-06-27,0.4100000000000002,131,76
3,2024-06-28,0.4180000000000002,131,76
4,2024-06-29,0.46200000000000024,131,76
5,2024-06-30,0.4526666666666671,131,76
6,2024-07-01,0.40566666666666684,131,76
7,2024-07-02,0.40800000000000014,131,76
1,2024-06-26,1.6063333333333318,131,769
2,2024-06-27,1.644666666666665,131,769
3,2024-06-28,1.6816666666666638,131,769
4,2024-06-29,1.6876666666666635,131,769
5,2024-06-30,1.6886666666666639,131,769
6,2024-07-01,1.6669999999999974,131,769
7,2024-07-02,1.6566666666666643,131,769
1,2024-06-26,1.0203333333333333,131,363
2,2024-06-27,1.3873333333333329,131,363
3,2024-06-28,1.524666666666666,131,363
4,2024-06-29,1.6316666666666648,131,363
5,2024-06-30,1.701999999999998,131,363
6,2024-07-01,1.363666666666667,131,363
7,2024-07-02,1.3963333333333336,131,363
1,2024-06-26,0.8658000000000002,131,291
2,2024-06-27,0.8747000000000003,131,291
3,2024-06-28,0.8999999999999998,131,291
4,2024-06-29,0.8121666666666664,131,291
5,2024-06-30,0.8508666666666665,131,291
6,2024-07-01,0.8333666666666666,131,291
7,2024-07-02,0.7826666666666668,131,291
1,2024-06-26,1.0893333333333322,131,629
2,2024-06-27,1.1666666666666665,131,629
3,2024-06-28,1.2759999999999996,131,629
4,2024-06-29,1.2539999999999993,131,629
5,2024-06-30,1.3176666666666657,131,629
6,2024-07-01,1.0489999999999986,131,629
7,2024-07-02,1.0593333333333328,131,629
1,2024-06-26,1.3326666666666658,131,379
2,2024-06-27,1.3996666666666655,131,379
3,2024-06-28,1.427666666666665,131,379
4,2024-06-29,1.9046666666666652,131,379
5,2024-06-30,2.014666666666664,131,379
6,2024-07-01,1.5089999999999992,131,379
7,2024-07-02,1.357333333333331,131,379
1,2024-06-26,1.6669999999999985,131,41
2,2024-06-27,1.6269999999999993,131,41
3,2024-06-28,1.783333333333332,131,41
4,2024-06-29,1.667333333333333,131,41
5,2024-06-30,1.5853333333333335,131,41
6,2024-07-01,1.8526666666666665,131,41
7,2024-07-02,1.6823333333333326,131,41
1,2024-06-26,0.7153333333333342,131,567
2,2024-06-27,0.7753333333333344,131,567
3,2024-06-28,0.7103333333333338,131,567
4,2024-06-29,0.7496666666666671,131,567
5,2024-06-30,0.8023333333333339,131,567
6,2024-07-01,0.794000000000001,131,567
7,2024-07-02,0.7453333333333342,131,567
1,2024-06-26,1.2773333333333363,131,422
2,2024-06-27,1.2296666666666696,131,422
3,2024-06-28,1.2746666666666695,131,422
4,2024-06-29,1.2306666666666692,131,422
5,2024-06-30,1.3233333333333361,131,422
6,2024-07-01,1.267333333333336,131,422
7,2024-07-02,1.2690000000000028,131,422
1,2024-06-26,1.7567333333333264,131,194
2,2024-06-27,1.7646666666666597,131,194
3,2024-06-28,1.7558666666666602,131,194
4,2024-06-29,1.758866666666659,131,194
5,2024-06-30,1.7653333333333259,131,194
6,2024-07-01,1.7611333333333263,131,194
7,2024-07-02,1.7587333333333266,131,194
1,2024-06-26,1.1444000000000005,131,638
2,2024-06-27,1.1492666666666664,131,638
3,2024-06-28,1.189333333333333,131,638
4,2024-06-29,1.2177666666666656,131,638
5,2024-06-30,1.2165333333333321,131,638
6,2024-07-01,1.0926666666666656,131,638
7,2024-07-02,1.1365999999999994,131,638
1,2024-06-26,0.7651999999999988,131,345
2,2024-06-27,0.810299999999999,131,345
3,2024-06-28,0.7994666666666661,131,345
4,2024-06-29,0.8038333333333324,131,345
5,2024-06-30,0.8126999999999996,131,345
6,2024-07-01,0.7978999999999992,131,345
7,2024-07-02,0.8120999999999993,131,345
1,2024-06-26,1.1240000000000006,131,783
2,2024-06-27,1.0996666666666677,131,783
3,2024-06-28,1.058666666666668,131,783
4,2024-06-29,1.047666666666668,131,783
5,2024-06-30,1.041000000000002,131,783
6,2024-07-01,1.1323333333333343,131,783
7,2024-07-02,1.1646666666666667,131,783
1,2024-06-26,1.7656666666666627,131,774
2,2024-06-27,1.3156666666666637,131,774
3,2024-06-28,1.2059999999999964,131,774
4,2024-06-29,1.2069999999999963,131,774
5,2024-06-30,1.2109999999999963,131,774
6,2024-07-01,1.1636666666666629,131,774
7,2024-07-02,1.1776666666666629,131,774
1,2024-06-26,0.7302666666666674,131,250
2,2024-06-27,0.7762000000000007,131,250
3,2024-06-28,0.7635333333333343,131,250
4,2024-06-29,0.775200000000001,131,250
5,2024-06-30,0.797400000000001,131,250
6,2024-07-01,0.7090000000000007,131,250
7,2024-07-02,0.7366666666666672,131,250
1,2024-06-26,0.853800000000002,131,74
2,2024-06-27,0.8074000000000016,131,74
3,2024-06-28,0.8997666666666678,131,74
4,2024-06-29,1.2687333333333308,131,74
5,2024-06-30,1.2573333333333316,131,74
6,2024-07-01,0.9859333333333355,131,74
7,2024-07-02,0.8293000000000016,131,74
1,2024-06-26,0.8717666666666662,131,496
2,2024-06-27,0.864199999999999,131,496
3,2024-06-28,0.9156333333333325,131,496
4,2024-06-29,0.9127333333333327,131,496
5,2024-06-30,0.6556333333333343,131,496
6,2024-07-01,0.6154666666666677,131,496
7,2024-07-02,0.6899000000000001,131,496
1,2024-06-26,1.4409999999999994,131,644
2,2024-06-27,1.4546666666666663,131,644
3,2024-06-28,1.442333333333333,131,644
4,2024-06-29,1.4189999999999992,131,644
5,2024-06-30,1.560999999999997,131,644
6,2024-07-01,1.5503333333333331,131,644
7,2024-07-02,1.571666666666666,131,644
1,2024-06-26,0.9186666666666649,131,635
2,2024-06-27,0.9066666666666653,131,635
3,2024-06-28,0.9866666666666657,131,635
4,2024-06-29,0.9269999999999993,131,635
5,2024-06-30,1.0110000000000003,131,635
6,2024-07-01,0.8483333333333325,131,635
7,2024-07-02,0.8493333333333329,131,635
1,2024-06-26,1.108333333333333,131,411
2,2024-06-27,1.092999999999999,131,411
3,2024-06-28,1.0769999999999986,131,411
4,2024-06-29,1.0973333333333315,131,411
5,2024-06-30,1.1309999999999982,131,411
6,2024-07-01,1.166333333333333,131,411
7,2024-07-02,1.1899999999999997,131,411
1,2024-06-26,0.8549999999999991,131,686
2,2024-06-27,0.8899999999999987,131,686
